Name	category
LOC105373436	Silent
LOC105373484	Silent
LOC105373437	Silent
LOC105373485	Silent
LOC105373438	Silent
LOC107985854	Silent
DDX1	Silent
LINC01804	Silent
LOC107985855	Silent
LOC105373444	Silent
LINC01866	Silent
LOC105373449	Silent
LOC112267888	Silent
LOC105373451	Silent
NT5C1B-RDH14	Silent
NT5C1B	Silent
LINC01376	Silent
LOC105373455	Silent
LOC101928196	Silent
LOC105373458	Silent
LINC01808	Silent
LOC105373459	Silent
LOC105373461	Silent
LAPTM4A	Silent
LOC105373463	Silent
LOC107985807	Silent
LOC107985856	Silent
LOC102724948	Silent
LOC101928271	Silent
LOC105374317	Silent
LOC105374318	Silent
LOC107984020	Silent
LOC101929230	Silent
LINC01822	Silent
LOC105374320	Silent
LINC01830	Silent
LINC01884	Silent
LOC107985857	Silent
LOC101929251	Silent
LOC107985792	Silent
LOC107985859	Silent
LOC107985858	Silent
LOC102723389	Silent
LOC105374323	Silent
LOC105374325	Silent
LOC102723401	Silent
MFSD2B	Silent
FKBP1B	Silent
TP53I3	Silent
LOC105377626	Silent
MIR1301	Silent
LOC101929272	Silent
LOC105374332	Silent
ADGRF3	Silent
SELENOI	Silent
C2orf70	Silent
LOC100129724	Silent
PRR30	Silent
TCF23	Silent
SLC30A3	Silent
DNAJC5G	Silent
NRBP1	Silent
FNDC4	Silent
GCKR	Silent
C2orf16	Silent
BABAM2	Silent
LOC105374369	Silent
MIR4263	Silent
LOC100505736	Silent
LOC100505716	Silent
LOC105374381	Silent
LOC105374382	Silent
FLJ31356	Silent
LOC102723530	Silent
LOC100505774	Silent
SNORD92	Silent
SNORD53	Silent
SNORD53B	Silent
C2orf71	Silent
LOC105374386	Silent
CLIP4	Silent
SNORA10B	Silent
LBH	Silent
CAPN13	Silent
XDH	Silent
SRD5A2	Silent
LOC107985863	Silent
LINC01946	Silent
NLRC4	Silent
MIR558	Silent
BIRC6-AS2	Silent
MIR4765	Silent
LINC00486	Silent
LOC105374453	Silent
LTBP1	Silent
MIR4430	Silent
RASGRP3	Silent
LOC105374454	Silent
LOC107985864	Silent
LINC01317	Silent
LOC105374456	Silent
LINC01318	Silent
LOC105374457	Silent
LOC105374459	Silent
LINC01320	Silent
LOC105374458	Silent
LOC105374461	Silent
LOC107985808	Silent
MIR548AD	Silent
LOC107985866	Silent
STRN	Silent
QPCT	Silent
LOC105374464	Silent
LOC107985870	Silent
LOC107985869	Silent
RMDN2	Silent
RMDN2-AS1	Silent
LOC107985872	Silent
LOC105374466	Silent
CYP1B1-AS1	Silent
LOC107985871	Silent
LOC102723739	Silent
LOC105374467	Silent
ATL2	Silent
LOC105374468	Silent
LOC105374470	Silent
ARHGEF33	Silent
LOC105374471	Silent
CDKL4	Silent
THUMPD2	Silent
LOC112268436	Silent
SLC8A1-AS1	Silent
SLC8A1	Silent
LOC101929667	Silent
LOC105374473	Silent
LOC105374475	Silent
LOC105374497	Silent
LOC105374491	Silent
LINC01794	Silent
LOC105374506	Silent
C2orf91	Silent
PKDCC	Silent
LOC105374531	Silent
LOC102723824	Silent
LOC107985874	Silent
LOC107985873	Silent
LOC105374555	Silent
OXER1	Silent
LOC105374567	Silent
LOC105374568	Silent
LOC112268413	Silent
LINC01819	Silent
LOC107985876	Silent
LOC107985877	Silent
LOC102725159	Silent
SLC3A1	Silent
LOC107985878	Silent
LOC105374573	Silent
LINC01833	Silent
SIX3-AS1	Silent
SIX3	Silent
LOC112268414	Silent
LOC107985809	Silent
LINC01121	Silent
LOC105374576	Silent
LOC105374577	Silent
LOC105374580	Silent
LOC101926974	Silent
LOC105374581	Silent
LINC01820	Silent
LOC100506142	Silent
LOC105374584	Silent
LINC01118	Silent
LOC107985880	Silent
LOC107985882	Silent
MIR559	Silent
KCNK12	Silent
LOC105374590	Silent
LOC105374592	Silent
LOC105374591	Silent
LOC105374593	Silent
LOC102724008	Silent
GTF2A1L	Silent
LOC105374594	Silent
MIR548BA	Silent
LOC107985810	Silent
LOC105374595	Silent
LOC101927089	Silent
MIR8485	Silent
LOC105377627	Silent
LOC105374597	Silent
LOC107985766	Silent
LINC01867	Silent
LOC105374598	Silent
LOC107985883	Silent
MIR4431	Silent
LOC105369165	Silent
LOC105374600	Silent
LOC105374601	Silent
ASB3	Silent
CHAC2	Silent
ERLEC1	Silent
LOC112268415	Silent
MIR3682	Silent
TSPYL6	Silent
LOC105374610	Silent
EML6	Silent
LOC105374667	Silent
RTN4	Silent
LOC105374662	Silent
LOC105374674	Silent
LOC112268416	Silent
LOC105374690	Silent
MIR217HG	Silent
MIR217	Silent
MIR216A	Silent
MIR216B	Silent
LINC01813	Silent
LOC101927213	Silent
LOC107985886	Silent
LOC105377632	Silent
LOC105377628	Silent
VRK2	Silent
LOC105374726	Silent
FANCL	Silent
LINC01795	Silent
LINC01122	Silent
LINC01793	Silent
LOC105374754	Silent
MIR4432HG	Silent
MIR4432	Silent
LOC102724142	Silent
PUS10	Silent
LOC105374759	Silent
LOC105374758	Silent
SNORA70B	Silent
LOC105374761	Silent
LOC105374764	Silent
TMEM17	Silent
LOC100132215	Silent
OTX1	Silent
LOC107985769	Silent
UGP2	Silent
LINC00309	Silent
LOC105374768	Silent
LOC105374769	Silent
MIR4433B	Silent
MIR4433A	Silent
LOC105374771	Silent
LINC01805	Silent
LOC105374773	Silent
LOC105374777	Silent
LOC105374776	Silent
LINC02245	Silent
LINC02576	Silent
LOC105374780	Silent
LOC105374781	Silent
LOC107985889	Silent
LOC105369167	Silent
LOC101927533	Silent
LOC105369168	Silent
LOC107985812	Silent
MIR4778	Silent
LINC01873	Silent
MEIS1-AS2	Silent
LINC01797	Silent
LINC01799	Silent
LINC01628	Silent
LOC105374785	Silent
LINC01828	Silent
LOC107985891	Silent
LOC102724373	Silent
LINC01812	Silent
LOC105374789	Silent
LOC102724389	Silent
LOC101927723	Silent
PLEK	Silent
LOC105374790	Silent
LINC01888	Silent
BMP10	Silent
LOC105374792	Silent
LOC107985894	Silent
GKN2	Silent
GKN1	Silent
MIR3126	Silent
NFU1	Silent
SNORA36C	Silent
LOC107985770	Silent
MIR1285-2	Silent
TGFA-IT1	Silent
LOC107985895	Silent
LOC105374794	Silent
CLEC4F	Silent
LINC01143	Silent
NAGK	Silent
LOC105374798	Silent
EMX1	Silent
LOC107985897	Silent
LOC105374800	Silent
LOC105374802	Silent
LOC105374803	Silent
ALMS1-IT1	Silent
NAT8	Silent
LOC112268418	Silent
C2orf78	Silent
LOC105374807	Silent
LOC112268419	Silent
SLC4A5	Silent
DCTN1	Silent
DCTN1-AS1	Silent
RTKN	Silent
LOC105374808	Silent
LOC102724497	Silent
HK2	Silent
LINC01293	Silent
MIR5000	Silent
LOC105374811	Silent
LOC105374812	Silent
LOC107985900	Silent
LOC105374810	Silent
EVA1A	Silent
LOC105374814	Silent
LOC105374815	Silent
LOC101927967	Silent
LINC01851	Silent
LOC105374817	Silent
SNAR-H	Silent
LOC105374816	Silent
LOC101927948	Silent
LOC105374820	Silent
LOC105374819	Silent
LOC105374821	Silent
LOC105374822	Silent
REG3G	Silent
REG1A	Silent
REG3A	Silent
LOC107985902	Silent
LOC105374823	Silent
CTNNA2	Silent
MIR4264	Silent
MIR8080	Silent
LOC107985903	Silent
LOC105374827	Silent
LINC01815	Silent
LOC105374828	Silent
LOC105374829	Silent
LOC105374831	Silent
LOC105374832	Silent
LOC105374833	Silent
LOC105374834	Silent
LINC01809	Silent
LOC107985905	Silent
LOC107985906	Silent
LOC105374839	Silent
LOC100996506	Silent
RNF181	Silent
SFTPB	Silent
LOC105374842	Silent
GNLY	Silent
ST3GAL5	Silent
ST3GAL5-AS1	Silent
LOC112268420	Silent
SNORD94	Silent
MIR4779	Silent
LOC105374846	Silent
RGPD1	Silent
PLGLB1	Silent
LOC107985772	Silent
LOC102724642	Silent
MIR4771-1	Silent
LOC107985771	Silent
LINC01955	Silent
LOC107985908	Silent
LOC105374848	Silent
LINC01943	Silent
CYTOR	Silent
LOC101928152	Silent
LOC107985909	Silent
MIR4435-1	Silent
LOC101928214	Silent
LOC730268	Silent
PLGLB2	Silent
RGPD2	Silent
LOC105374851	Silent
LOC105374852	Silent
SMYD1	Silent
FABP1	Silent
LOC101928347	Silent
THNSL2	Silent
TEX37	Silent
LOC105374853	Silent
LOC105374855	Silent
MIR4436A	Silent
LOC105374854	Silent
IGKDEL	Silent
IGKV1-13	Silent
LOC107985910	Silent
LOC105374862	Silent
IGKV2D-40	Silent
IGKV1D-37	Silent
IGKV3D-20	Silent
IGKV6D-41	Silent
IGKV1D-13	Silent
LOC101060017	Silent
LOC101930047	Silent
LOC101926969	Silent
LOC107985798	Silent
LOC105374868	Silent
LOC100509620	Silent
LOC107985916	Silent
FAM95A	Silent
LOC442028	Silent
TEKT4	Silent
LOC105373487	Silent
LOC105373488	Silent
ZNF514	Silent
ZNF2	Silent
PROM2	Silent
KCNIP3	Silent
TRIM43B	Silent
TRIM43	Silent
LOC105373490	Silent
LOC101926959	Silent
LOC105373492	Silent
LINC00342	Silent
GPAT2	Silent
LOC105373493	Silent
LOC105373494	Silent
STARD7	Silent
STARD7-AS1	Silent
SNORA112	Silent
MIR3127	Silent
CNNM3-DT	Silent
CNNM3	Silent
ANKRD23	Silent
FAM178B	Silent
LOC101927053	Silent
LOC100506076	Silent
LOC107985920	Silent
LOC100506123	Silent
LOC105373499	Silent
LOC107985921	Silent
LOC105373501	Silent
INPP4A	Silent
LOC107985922	Silent
LOC101927070	Silent
LYG2	Silent
LYG1	Silent
LOC107985923	Silent
AFF3	Silent
LONRF2	Silent
NMS	Silent
LOC105373506	Silent
PDCL3	Silent
LINC01849	Silent
LOC107985814	Silent
LINC01868	Silent
LOC105375310	Silent
LOC105373508	Silent
LOC101927142	Silent
TBC1D8	Silent
LOC105373510	Silent
TBC1D8-AS1	Silent
SNORD89	Silent
RFX8	Silent
LINC01870	Silent
LOC105373514	Silent
LOC107985926	Silent
IL1RL2	Silent
IL1RL1	Silent
IL18RAP	Silent
MIR4772	Silent
SLC9A4	Silent
LINC01796	Silent
LINC01935	Silent
LOC105373520	Silent
LOC107985927	Silent
LINC01965	Silent
LOC105373521	Silent
LOC105373523	Silent
LOC105373522	Silent
LINC01103	Silent
LOC105373524	Silent
LOC105373525	Silent
LOC101927383	Silent
GPR45	Silent
FHL2	Silent
LOC105375311	Silent
LOC105373530	Silent
LOC105373531	Silent
C2orf40	Silent
LOC402096	Silent
RGPD3	Silent
LOC105373534	Silent
LOC107985932	Silent
LOC102724744	Silent
LOC105373535	Silent
LINC01789	Silent
LINC01886	Silent
LOC105373539	Silent
GACAT1	Silent
RGPD4-AS1	Silent
RGPD4	Silent
LINC01593	Silent
LINC01594	Silent
SULT1C3	Silent
LIMS1-AS1	Silent
MIR4265	Silent
LOC107985773	Silent
LOC107985774	Silent
LOC100506563	Silent
RGPD5	Silent
LOC102724848	Silent
LIMS3-LOC440895	Silent
LIMS3	Silent
LOC105373547	Silent
LINC01123	Silent
LOC112268438	Silent
LOC105373985	Silent
LOC107985775	Silent
LOC105373548	Silent
LOC105373549	Silent
LOC105373986	Silent
MIR4267	Silent
MALL	Silent
MIR4436B1	Silent
SMIM37	Silent
MIR4436B2	Silent
LOC105373551	Silent
LOC107985776	Silent
LOC105375809	Silent
LINC01106	Silent
LIMS4	Silent
LOC105373552	Silent
LOC102724875	Silent
ACOXL-AS1	Silent
MIR4435-2HG	Silent
LOC101927283	Silent
LOC105373557	Silent
LOC105373559	Silent
LOC107985933	Silent
MIR4771-2	Silent
MERTK	Silent
TMEM87B	Silent
LOC105373560	Silent
LOC105373562	Silent
POLR1B	Silent
LOC101927330	Silent
LOC107985934	Silent
FLJ42351	Silent
SLC20A1	Silent
NT5DC4	Silent
IL1A	Silent
IL1B	Silent
LOC105373563	Silent
IL37	Silent
IL36G	Silent
IL36A	Silent
IL36B	Silent
IL36RN	Silent
IL1F10	Silent
IL1RN	Silent
LOC107985935	Silent
LOC107985936	Silent
LOC112268422	Silent
LINC01961	Silent
FAM138B	Silent
LOC112268423	Silent
MIR4782	Silent
LOC105373570	Silent
LOC101060091	Silent
LINC01191	Silent
DPP10-AS3	Silent
LOC105373575	Silent
LOC107985937	Silent
LOC107985938	Silent
LOC105373572	Silent
LOC105373576	Silent
LOC107985939	Silent
LOC101929908	Silent
LOC102723413	Silent
LOC107985815	Silent
LOC105373579	Silent
LOC101927709	Silent
MARCO	Silent
LOC107985941	Silent
STEAP3-AS1	Silent
LOC105373581	Silent
TMEM37	Silent
LOC107985817	Silent
LOC105373582	Silent
LOC105373989	Silent
INHBB	Silent
LOC105373585	Silent
LOC105373587	Silent
LOC105373588	Silent
LOC105373591	Silent
LOC105373593	Silent
LOC105373594	Silent
LOC105373595	Silent
LINC01826	Silent
LOC105373598	Silent
LINC01889	Silent
LINC01941	Silent
LOC105373601	Silent
LOC105373602	Silent
LOC105373603	Silent
TEX51	Silent
LOC105373604	Silent
MAP3K2	Silent
LOC100506922	Silent
PROC	Silent
LOC105373609	Silent
LOC101927834	Silent
GPR17	Silent
AMMECR1L	Silent
LOC107985944	Silent
LOC101927881	Silent
LINC01854	Silent
LOC105373612	Silent
LOC105373613	Silent
LOC105373617	Silent
TUBA3E	Silent
LOC105373618	Silent
POTEI	Silent
CFC1B	Silent
LOC107985778	Silent
CFC1	Silent
POTEJ	Silent
AMER3	Silent
LOC112268424	Silent
LOC440910	Silent
LINC01120	Silent
MIR4784	Silent
LINC01087	Silent
ANKRD30BL	Silent
MIR663B	Silent
LOC105373623	Silent
LOC101928185	Silent
LOC112268439	Silent
LOC105373628	Silent
MIR3679	Silent
TMEM163	Silent
ACMSD	Silent
MIR5590	Silent
MAP3K19	Silent
SNORA40B	Silent
MIR128-1	Silent
LOC107985946	Silent
LCT	Silent
LOC107985947	Silent
LOC105373633	Silent
LOC105373634	Silent
LOC107985948	Silent
LOC105373636	Silent
LINC01832	Silent
LOC105373639	Silent
LOC105373640	Silent
LOC107985821	Silent
LOC105373643	Silent
LOC105373641	Silent
LOC105373644	Silent
LINC01853	Silent
LOC107985822	Silent
LRP1B	Silent
LOC105373649	Silent
LOC107985779	Silent
LOC105373648	Silent
LOC105373651	Silent
LOC107985823	Silent
LOC105373652	Silent
KYNU	Silent
ARHGAP15	Silent
LOC107985949	Silent
LOC101928361	Silent
LOC105373654	Silent
ZEB2	Silent
ZEB2-AS1	Silent
LINC01412	Silent
TEX41	Silent
LOC105373663	Silent
LINC01966	Silent
LOC100505498	Silent
LOC105373664	Silent
LOC105373665	Silent
LOC105373666	Silent
LINC01911	Silent
LOC105373668	Silent
LOC107985824	Silent
LOC105373674	Silent
LOC105373673	Silent
LOC112267889	Silent
LOC101928553	Silent
LOC105373678	Silent
LOC105373677	Silent
LOC105373679	Silent
LOC105373680	Silent
LINC01931	Silent
LOC105373682	Silent
LINC01818	Silent
LINC01817	Silent
LOC105373685	Silent
LINC01920	Silent
LOC101929282	Silent
LOC105373686	Silent
LOC107985825	Silent
LOC107985826	Silent
RBM43	Silent
NMI	Silent
LOC107985827	Silent
LOC101929319	Silent
TNFAIP6	Silent
MIR4773-1	Silent
MIR4773-2	Silent
RIF1	Silent
NEB	Silent
LOC101929356	Silent
LOC105373688	Silent
LOC105373691	Silent
LOC107985950	Silent
LINC01850	Silent
LOC100144595	Silent
LOC105373692	Silent
LOC105373694	Silent
LOC105373693	Silent
LOC107985952	Silent
LOC105373699	Silent
LOC105373700	Silent
LOC107985953	Silent
LOC107985828	Silent
LOC105373703	Silent
GPD2	Silent
LOC105373707	Silent
LINC01958	Silent
LOC105373710	Silent
LOC105373709	Silent
LOC105373711	Silent
CYTIP	Silent
LOC105373712	Silent
ACVR1C	Silent
LOC105373713	Silent
UPP2	Silent
LOC105373715	Silent
LOC107985780	Silent
PKP4-AS1	Silent
MIR6888	Silent
LOC105373716	Silent
LOC105373717	Silent
ITGB6	Silent
LINC02478	Silent
TANK	Silent
LOC101929512	Silent
LOC105373720	Silent
SLC4A10	Silent
LOC105373722	Silent
GCG	Silent
FAP	Silent
LOC105373724	Silent
LOC105373727	Silent
LOC107985829	Silent
LOC105373728	Silent
LOC107985957	Silent
GRB14	Silent
SNORA70F	Silent
SCN3A	Silent
SCN2A	Silent
GALNT3	Silent
LOC105373730	Silent
LOC100506124	Silent
TTC21B-AS1	Silent
LOC102724058	Silent
SCN1A	Silent
LOC101929680	Silent
XIRP2	Silent
XIRP2-AS1	Silent
LOC105616981	Silent
LOC105373733	Silent
LOC105373734	Silent
LOC102724081	Silent
MIR4774	Silent
CERS6-AS1	Silent
NOSTRIN	Silent
G6PC2	Silent
ABCB11	Silent
DHRS9	Silent
SNORD3K	Silent
LOC105373735	Silent
LOC100130256	Silent
TLK1	Silent
LOC107983995	Silent
LOC105373737	Silent
LOC105373739	Silent
LOC105373740	Silent
HAT1	Silent
LOC105373741	Silent
LOC107985960	Silent
LOC105376738	Silent
LOC105373742	Silent
MAP3K20-AS1	Silent
LOC105373743	Silent
LOC105373744	Silent
LOC105373745	Silent
GPR155	Silent
CHRNA1	Silent
LOC105373750	Silent
CHN1	Silent
ATF2	Silent
MIR933	Silent
ATP5MC3	Silent
LOC105373752	Silent
LOC107985962	Silent
LNPK	Silent
LOC107985830	Silent
EVX2	Silent
HOXD13	Silent
HOXD12	Silent
LOC107985805	Silent
HOXD11	Silent
HOXD10	Silent
HOXD9	Silent
LOC100129455	Silent
HOXD8	Silent
HOXD-AS2	Silent
LOC401021	Silent
MIR10B	Silent
HOXD4	Silent
HOXD3	Silent
HAGLR	Silent
HAGLROS	Silent
HOXD1	Silent
MIR7704	Silent
MTX2	Silent
MIR1246	Silent
LOC105373754	Silent
LINC01116	Silent
LINC01117	Silent
LOC105369143	Silent
LOC101929963	Silent
LOC105373757	Silent
LOC107985966	Silent
LOC105373756	Silent
LOC107985965	Silent
LOC105373760	Silent
LOC105373759	Silent
NFE2L2	Silent
MIR3128	Silent
LOC100130691	Silent
MIR6512	Silent
AGPS	Silent
LOC105373762	Silent
TTC30B	Silent
TTC30A	Silent
PDE11A	Silent
LOC105373764	Silent
LOC101927055	Silent
LOC105373766	Silent
ZNF385B	Silent
LOC101927073	Silent
LOC105373768	Silent
LOC105373769	Silent
LOC105373770	Silent
SCHLAP1	Silent
LOC105373771	Silent
LOC107985831	Silent
MIR4437	Silent
SSFA2	Silent
LOC102724288	Silent
PDE1A	Silent
LOC101929976	Silent
DNAJC10	Silent
LOC105373774	Silent
LOC105373775	Silent
LOC105373777	Silent
LOC102724340	Silent
LOC105373776	Silent
MIR548AE1	Silent
LOC107985968	Silent
LOC105373779	Silent
LOC105373782	Silent
LOC105373781	Silent
LOC107985832	Silent
LOC101927196	Silent
LOC107985782	Silent
FSIP2-AS1	Silent
LINC01473	Silent
LOC105373786	Silent
LOC105373788	Silent
LINC01090	Silent
MIR561	Silent
LOC105373790	Silent
DIRC1	Silent
LOC105373791	Silent
COL3A1	Silent
MIR1245A	Silent
MIR1245B	Silent
MIR3606	Silent
COL5A2	Silent
MIR3129	Silent
LOC105373795	Silent
MSTN	Silent
LOC105373794	Silent
LOC105373802	Silent
NEMP2	Silent
LOC107985785	Silent
STAT4	Silent
LOC105373804	Silent
LOC107985833	Silent
LOC105373811	Silent
LOC105373812	Silent
LOC729254	Silent
LOC105373813	Silent
LOC101927366	Silent
LOC105376754	Silent
LOC112268441	Silent
PCGEM1	Silent
LOC107985969	Silent
LOC105373815	Silent
LINC01821	Silent
LOC105373816	Silent
LINC01790	Silent
LOC105373817	Silent
LINC01827	Silent
SLC39A10	Silent
LOC107985972	Silent
LOC105373819	Silent
STK17B	Silent
LOC105373822	Silent
LOC105373821	Silent
LOC100130452	Silent
C2orf66	Silent
LOC101927596	Silent
LOC105373826	Silent
ANKRD44-IT1	Silent
SNORA105B	Silent
RFTN2	Silent
LINC01923	Silent
LOC105373831	Silent
LOC105373830	Silent
LINC01877	Silent
LOC107985786	Silent
LOC101927741	Silent
MPP4	Silent
CDK15	Silent
LOC729224	Silent
SNORD70	Silent
SNORD70B	Silent
SNORD11B	Silent
SNORD11	Silent
ABI2	Silent
CD28	Silent
CTLA4	Silent
LOC101927840	Silent
ICOS	Silent
LOC105373845	Silent
LOC105373847	Silent
LOC105373848	Silent
SNORD51	Silent
SNORA41	Silent
ZDBF2	Silent
FAM237A	Silent
DYTN	Silent
CPO	Silent
KLF7	Silent
MIR2355	Silent
LOC101927865	Silent
MYOSLID	Silent
LINC01802	Silent
MIR1302-4	Silent
MIR4775	Silent
LOC105373854	Silent
LOC100507443	Silent
CRYGA	Silent
C2orf80	Silent
LOC101927960	Silent
LOC105373857	Silent
LOC105373856	Silent
LOC101928020	Silent
LOC112268429	Silent
LOC107985977	Silent
MYL1	Silent
LANCL1-AS1	Silent
CPS1-IT1	Silent
LOC107985978	Silent
MIR548F2	Silent
LOC107985979	Silent
LINC01878	Silent
MIR4776-1	Silent
MIR4776-2	Silent
LOC102725082	Silent
LOC107985980	Silent
IKZF2	Silent
LINC01953	Silent
LOC105373864	Silent
MIR4438	Silent
LOC101928084	Silent
VWC2L-IT1	Silent
SNORA70I	Silent
ABCA12	Silent
LOC112268430	Silent
LOC102724861	Silent
LINC00607	Silent
LINC01614	Silent
LOC105373870	Silent
LOC107985983	Silent
LOC107985984	Silent
LOC105373871	Silent
LOC101928278	Silent
LOC105373876	Silent
LINC01921	Silent
LOC105373874	Silent
LOC105373873	Silent
LOC105373872	Silent
DIRC3-AS1	Silent
SNORA115	Silent
MIR6809	Silent
CXCR1	Silent
MIR6513	Silent
MIR6810	Silent
MIR26B	Silent
PLCD4	Silent
LOC107985986	Silent
MIR9500	Silent
WNT6	Silent
LOC107984111	Silent
LINC01494	Silent
LINC00608	Silent
CFAP65	Silent
LOC107985987	Silent
CNPPD1	Silent
LOC107985835	Silent
LOC105373883	Silent
DNPEP	Silent
LOC105373885	Silent
MIR3132	Silent
LOC105373886	Silent
LOC105373888	Silent
LINC01803	Silent
LOC105373890	Silent
MIR4268	Silent
LOC105373893	Silent
LOC105373894	Silent
LOC105373895	Silent
LOC105373896	Silent
LOC107985989	Silent
LOC107985988	Silent
LOC107985990	Silent
LOC105373897	Silent
LOC105373899	Silent
LOC105373898	Silent
LOC105373900	Silent
LOC107985991	Silent
LOC105373902	Silent
LOC105373903	Silent
LOC105373905	Silent
LOC105373906	Silent
LOC105373907	Silent
LOC105373908	Silent
LOC105373909	Silent
LOC105373910	Silent
LOC105373911	Silent
MIR4439	Silent
LOC105373914	Silent
LOC107985992	Silent
LOC646736	Silent
LOC105373915	Silent
MIR5702	Silent
TM4SF20	Silent
C2orf83	Silent
LOC729968	Silent
CCL20	Silent
LOC105373918	Silent
LOC107985993	Silent
LINC01807	Silent
LOC105373921	Silent
LOC105373919	Silent
LOC105373923	Silent
TRIP12	Silent
FBXO36	Silent
LOC105373924	Silent
LOC107985996	Silent
LOC107985997	Silent
SP110	Silent
SP140	Silent
LOC105373925	Silent
LOC101928816	Silent
LOC112268431	Silent
LINC01907	Silent
SPATA3-AS1	Silent
SPATA3	Silent
LOC112268432	Silent
HTR2B	Silent
SNORA75	Silent
SNORD20	Silent
SNORD82	Silent
TEX44	Silent
MIR1471	Silent
MIR562	Silent
ALPP	Silent
LOC107985999	Silent
CHRND	Silent
KCNJ13	Silent
SNORC	Silent
NGEF	Silent
LOC101928881	Silent
INPP5D	Silent
SCARNA5	Silent
UGT1A	Silent
UGT1A8	Silent
UGT1A10	Silent
UGT1A9	Silent
UGT1A7	Silent
UGT1A6	Silent
UGT1A3	Silent
DNAJB3	Silent
UGT1A1	Silent
MROH2A	Silent
TRPM8	Silent
SPP2	Silent
LOC105373932	Silent
LOC105373933	Silent
LINC01891	Silent
LINC01173	Silent
LOC101927896	Silent
LOC105373939	Silent
LOC105373940	Silent
LOC105373941	Silent
TNRC17	Silent
LOC107986000	Silent
LOC105373942	Silent
ASB18	Silent
LOC105373945	Silent
LOC105373991	Silent
LOC107986001	Silent
LOC105373946	Silent
LOC105373947	Silent
LOC105373949	Silent
LOC105373951	Silent
LOC93463	Silent
LOC105373950	Silent
LOC105373952	Silent
COL6A3	Silent
MIR6811	Silent
PRLH	Silent
LOC105373960	Silent
ESPNL	Silent
LOC105373961	Silent
LOC107986003	Silent
LINC01940	Silent
MIR4440	Silent
MIR4441	Silent
MGC16025	Silent
MIR4269	Silent
MIR2467	Silent
LOC401040	Silent
LOC105373966	Silent
LOC150935	Silent
OR6B2	Silent
OR6B3	Silent
OTOS	Silent
LOC107985836	Silent
LOC102723825	Silent
AQP12A	Silent
LOC112268440	Silent
SNED1	Silent
LOC105373970	Silent
LOC101927509	Silent
LOC105373973	Silent
MIR3133	Silent
STK25	Silent
LOC107985788	Silent
LOC105373974	Silent
LOC105373975	Silent
GAL3ST2	Silent
LOC107986004	Silent
LOC105373977	Silent
RTP5	Silent
LINC01238	Silent
LOC285097	Silent
LOC105373980	Silent
LINC01880	Silent
LINC01986	Silent
LOC105376921	Silent
LOC107986040	Silent
LOC107986057	Silent
CHL1-AS2	Silent
CHL1	Silent
CHL1-AS1	Silent
LOC105376922	Silent
LINC01266	Silent
LOC107986058	Silent
LOC107986059	Silent
CNTN6	Silent
LOC105376924	Silent
LOC105376923	Silent
CNTN4	Silent
CNTN4-AS2	Silent
LOC105376926	Silent
TRNT1	Silent
LOC107986006	Silent
LOC107986007	Silent
LOC107986008	Silent
LOC105376933	Silent
MIR4790	Silent
LOC105376936	Silent
LOC105376939	Silent
LOC105376938	Silent
LOC105376940	Silent
LOC105376941	Silent
LOC102723596	Silent
LOC105376942	Silent
GRM7-AS3	Silent
LOC105376944	Silent
LOC105376945	Silent
GRM7-AS2	Silent
GRM7-AS1	Silent
LOC101927394	Silent
LINC00312	Silent
LOC107986009	Silent
SSUH2	Silent
LOC107986061	Silent
LOC107984112	Silent
RAD18	Silent
SRGAP3-AS2	Silent
SRGAP3-AS3	Silent
TTLL3	Silent
CIDEC	Silent
PRRT3	Silent
LINC00852	Silent
ATP2B2	Silent
LOC105376950	Silent
SLC6A1-AS1	Silent
LOC101927467	Silent
HRH1	Silent
LOC102723663	Silent
LOC105376952	Silent
PPARG	Silent
MKRN2OS	Silent
RPL32	Silent
SNORA7A	Silent
LINC02022	Silent
HDAC11	Silent
SNORA93	Silent
LOC112268445	Silent
LOC105376960	Silent
C3orf20	Silent
FGD5	Silent
LOC105376963	Silent
SH3BP5-AS1	Silent
SH3BP5	Silent
COLQ	Silent
MIR4270	Silent
LOC105376964	Silent
HACL1	Silent
BTD	Silent
ANKRD28	Silent
MIR3134	Silent
LOC101927647	Silent
MIR563	Silent
LOC107986064	Silent
GALNT15	Silent
PLCL2	Silent
MIR3714	Silent
LOC339862	Silent
LOC105376976	Silent
LOC105376978	Silent
LOC107986066	Silent
LOC105376981	Silent
MIR4791	Silent
LOC105376982	Silent
PP2D1	Silent
SGO1	Silent
SGO1-AS1	Silent
LOC101927829	Silent
LOC105376987	Silent
LOC105376988	Silent
ZNF385D	Silent
ZNF385D-AS2	Silent
LOC105376991	Silent
LOC107986069	Silent
LOC101927854	Silent
THRB-AS1	Silent
LOC107986011	Silent
LOC107986070	Silent
LOC105376998	Silent
LOC105376997	Silent
OXSM	Silent
LOC105377000	Silent
LINC00692	Silent
LOC105377001	Silent
LOC105377002	Silent
LOC105377004	Silent
LOC105377005	Silent
LOC107986071	Silent
LINC01980	Silent
LINC01981	Silent
LINC01967	Silent
LOC105377008	Silent
LOC107986013	Silent
RBMS3-AS1	Silent
LOC105377013	Silent
LINC01985	Silent
LOC105377016	Silent
LOC105377017	Silent
MIR466	Silent
LOC105377018	Silent
OSBPL10-AS1	Silent
MIR548AY	Silent
CCR4	Silent
LOC105377022	Silent
LOC107986072	Silent
