Name	category
TOPORS	Active
SMIM27	Active
NDUFB6	Active
APTX	Active
DNAJA1	Active
SMU1	Active
B4GALT1	Active
B4GALT1-AS1	Active
BAG1	Active
CHMP5	Active
NFX1	Active
NOL6	Active
LOC107987061	Active
ANKRD18B	Active
UBE2R2	Active
UBAP2	Active
DCAF12	Active
UBAP1	Active
NUDT2	Active
FAM219A	Active
DNAI1	Active
RPP25L	Active
GALT	Active
LOC730098	Active
LOC107987063	Active
DNAJB5-AS1	Active
DNAJB5	Active
PIGO	Active
STOML2	Active
FAM214B	Active
UNC13B	Active
RUSC2	Active
TESK1	Active
LOC101926948	Active
RMRP	Active
CCDC107	Active
ARHGEF39	Active
TPM2	Active
TLN1	Active
CREB3	Active
MIR6853	Active
GBA2	Active
RGP1	Active
HINT2	Active
FAM221B	Active
RECK	Active
GLIPR2	Active
CLTA	Active
LOC102724322	Active
RNF38	Active
MELK	Active
LOC105376034	Active
ZCCHC7	Active
GRHPR	Active
ZBTB5	Active
POLR1E	Active
FBXO10	Active
TOMM5	Active
TRMT10B	Active
EXOSC3	Active
LOC105376037	Active
DCAF10	Active
SLC25A51	Active
SHB	Active
ALDH1B1	Active
GLIDR	Active
LOC101929959	Active
LOC107984006	Active
LOC107986997	Active
LOC107987072	Active
ZNF658	Active
FAM122A	Active
FXN	Active
TJP2	Active
PTAR1	Active
LOC105376076	Active
SMC5-AS1	Active
SMC5	Active
TRPM3	Active
CEMIP2	Active
ABHD17B	Active
C9orf85	Active
ZFAND5	Active
C9orf40	Active
C9orf41-AS1	Active
CARNMT1	Active
NMRK1	Active
OSTF1	Active
RFK	Active
VPS13A-AS1	Active
VPS13A	Active
GNAQ	Active
PSAT1	Active
TLE4	Active
TLE1	Active
LOC101927502	Active
LOC102723989	Active
IDNK	Active
UBQLN1	Active
LOC105376114	Active
KIF27	Active
LOC105376335	Active
C9orf64	Active
HNRNPK	Active
RMI1	Active
AGTPBP1	Active
LOC102724057	Active
NAA35	Active
ISCA1	Active
ZCCHC6	Active
GAS1	Active
GAS1RR	Active
LOC440173	Active
CTSL	Active
CDK20	Active
LOC105376131	Active
SPIN1	Active
C9orf47	Active
S1PR3	Active
LOC105376136	Active
CKS2	Active
MIR3153	Active
SECISBP2	Active
SEMA4D	Active
LOC105376139	Active
GADD45G	Active
AUH	Active
SPTLC1	Active
IARS	Active
MIR3651	Active
SNORA84	Active
NOL8	Active
CENPP	Active
IPPK	Active
LOC107987095	Active
BICD2	Active
ZNF484	Active
LOC101927993	Active
CARD19	Active
FAM120AOS	Active
FAM120A	Active
PHF2	Active
LOC112267860	Active
ZNF169	Active
MFSD14B	Active
PCAT7	Active
C9orf3	Active
FANCC	Active
LINC00476	Active
ERCC6L2	Active
SLC35D2	Active
ZNF367	Active
HABP4	Active
CDC14B	Active
AAED1	Active
ZNF510	Active
MFSD14C	Active
CTSV	Active
LOC100499484-C9ORF174	Active
TSTD2	Active
NCBP1	Active
TRMO	Active
NANS	Active
CORO2A	Active
TBC1D2	Active
TGFBR1	Active
ALG2	Active
SEC61B	Active
STX17-AS1	Active
STX17	Active
ERP44	Active
INVS	Active
TEX10	Active
LOC105376177	Active
MSANTD3	Active
TMEFF1	Active
MRPL50	Active
ZNF189	Active
RNF20	Active
SMC2	Active
LOC107987105	Active
NIPSNAP3A	Active
ABCA1	Active
LOC105376196	Active
LOC112268038	Active
SLC44A1	Active
LOC112268052	Active
RAD23B	Active
ELP1	Active
FAM206A	Active
CTNNAL1	Active
TMEM245	Active
TXN	Active
ECPAS	Active
PTGR1	Active
LOC107987116	Active
DNAJC25-GNG10	Active
DNAJC25	Active
GNG10	Active
UGCG	Active
SUSD1	Active
HSDL2	Active
C9orf147	Active
KIAA1958	Active
INIP	Active
LOC107987117	Active
ZNF883	Active
ZFP37	Active
FKBP15	Active
SLC31A1	Active
CDC26	Active
PRPF4	Active
HDHD3	Active
ALAD	Active
POLE3	Active
C9orf43	Active
ZNF618	Active
AKNA	Active
WHRN	Active
ATP6V1G1	Active
TRIM32	Active
CDK5RAP2	Active
MEGF9	Active
FBXW2	Active
PSMD5	Active
C5	Active
CNTRL	Active
RAB14	Active
GSN	Active
NDUFA8	Active
MORN5	Active
RBM18	Active
MRRF	Active
PDCL	Active
ZBTB6	Active
ZBTB26	Active
RABGAP1	Active
DENND1A	Active
PSMB7	Active
NR6A1	Active
LOC107987126	Active
WDR38	Active
RPL35	Active
ARPC5L	Active
GOLGA1	Active
SCAI	Active
PPP6C	Active
LOC105376271	Active
RABEPK	Active
HSPA5	Active
LOC107987127	Active
GAPVD1	Active
MAPKAP1	Active
MVB12B	Active
ZBTB43	Active
ZBTB34	Active
RALGPS1	Active
SLC2A8	Active
ZNF79	Active
RPL12	Active
LRSAM1	Active
PTRH1	Active
TTC16	Active
TOR2A	Active
CDK9	Active
MIR3960	Active
MIR2861	Active
FPGS	Active
DPM2	Active
FAM102A	Active
NAIF1	Active
SLC25A25	Active
PTGES2	Active
PTGES2-AS1	Active
C9orf16	Active
CIZ1	Active
DNM1	Active
GOLGA2	Active
SWI5	Active
TRUB2	Active
COQ4	Active
SLC27A4	Active
URM1	Active
ODF2	Active
GLE1	Active
SPTAN1	Active
WDR34	Active
LOC105376287	Active
SET	Active
PKN3	Active
ZDHHC12	Active
LOC100506100	Active
ZER1	Active
TBC1D13	Active
ENDOG	Active
KYAT1	Active
LRRC8A	Active
DOLK	Active
NUP188	Active
SH3GLB2	Active
MIGA2	Active
DOLPP1	Active
CRAT	Active
PTPA	Active
LOC105376289	Active
ASB6	Active
TOR1B	Active
TOR1A	Active
C9orf78	Active
USP20	Active
FNBP1	Active
GPR107	Active
NCS1	Active
ASS1	Active
LOC100272217	Active
FUBP3	Active
EXOSC2	Active
ABL1	Active
AIF1L	Active
NUP214	Active
POMT1	Active
UCK1	Active
RAPGEF1	Active
MED27	Active
TTF1	Active
DDX31	Active
GTF3C4	Active
TSC1	Active
GFI1B	Active
MIR548AW	Active
LOC105376306	Active
GTF3C5	Active
RALGDS	Active
SURF6	Active
MED22	Active
RPL7A	Active
SNORD24	Active
SURF1	Active
SURF2	Active
STKLD1	Active
REXO4	Active
CACFD1	Active
VAV2	Active
BRD3OS	Active
BRD3	Active
WDR5	Active
RNU6ATAC	Active
RXRA	Active
C9orf116	Active
MRPS2	Active
CAMSAP1	Active
LOC107987141	Active
UBAC1	Active
TMEM250	Active
LOC107987142	Active
QSOX2	Active
DKFZP434A062	Active
GPSM1	Active
DNLZ	Active
SNAPC4	Active
SDCCAG3	Active
PMPCA	Active
INPP5E	Active
C9orf163	Active
NOTCH1	Active
MIR4674	Active
NALT1	Active
FAM69B	Active
TMEM141	Active
RABL6	Active
PHPT1	Active
EDF1	Active
LOC105376326	Active
MIR4479	Active
FBXW5	Active
C8G	Active
MAN1B1-AS1	Active
MAN1B1	Active
ANAPC2	Active
SSNA1	Active
TPRN	Active
TMEM203	Active
NDOR1	Active
TUBB4B	Active
NELFB	Active
TOR4A	Active
NSMF	Active
PNPLA7	Active
MRPL41	Active
DPH7	Active
ZMYND19	Active
ARRDC1	Active
ARRDC1-AS1	Active
EHMT1	Active
PITRM1	Active
KLF6	Active
NET1	Active
FAM208B	Active
GDI2	Active
ANKRD16	Active
FBH1	Active
RBM17	Active
PRKCQ	Active
PRKCQ-AS1	Active
KIN	Active
ATP5F1C	Active
LOC105376392	Active
TAF3	Active
USP6NL	Active
ECHDC3	Active
UPF2	Active
DHTKD1	Active
SEC61A2	Active
MIR548AK	Active
NUDT5	Active
CDC123	Active
CCDC3	Active
OPTN	Active
MCM10	Active
SEPHS1	Active
PRPF18	Active
CDNF	Active
HSPA14	Active
SUV39H2	Active
DCLRE1C	Active
MEIG1	Active
C10orf111	Active
RPP38	Active
NMT2	Active
MINDY3	Active
PTER	Active
RSU1	Active
LOC105376435	Active
TRDMT1	Active
VIM-AS1	Active
HACD1	Active
STAM-AS1	Active
STAM	Active
NSUN6	Active
ARL5B	Active
SKIDA1	Active
DNAJC1	Active
LOC107984215	Active
MSRB2	Active
OTUD1	Active
ARHGAP21	Active
PRTFDC1	Active
THNSL1	Active
PDSS1	Active
ABI1	Active
ANKRD26	Active
YME1L1	Active
MASTL	Active
RAB18	Active
WAC-AS1	Active
WAC	Active
BAMBI	Active
MTPAP	Active
MAP3K8	Active
ZNF438	Active
LOC105376481	Active
LOC105376482	Active
LOC105376483	Active
ARHGAP12	Active
KIF5B	Active
EPC1	Active
LOC102031319	Active
LOC101929431	Active
CCDC7	Active
ITGB1	Active
ITGB1-DT	Active
CUL2	Active
CREM	Active
ZNF248	Active
LOC107984224	Active
ZNF25	Active
LOC105376499	Active
ZNF33A	Active
ZNF33B	Active
LOC105378268	Active
BMS1	Active
CSGALNACT2	Active
HNRNPF	Active
ZNF487	Active
TMEM72-AS1	Active
RASSF4	Active
C10orf25	Active
ZNF22	Active
MARCH8	Active
ZFAND4	Active
WASHC2C	Active
TIMM23	Active
NCOA4	Active
LOC105378287	Active
LOC105378577	Active
MAPK8	Active
ERCC6	Active
PARG	Active
TIMM23B	Active
WASHC2A	Active
SGMS1	Active
SGMS1-AS1	Active
ASAH2B	Active
CSTF2T	Active
ZWINT	Active
IPMK	Active
CISD1	Active
LOC112268068	Active
UBE2D1	Active
TFAM	Active
CDK1	Active
LOC107984236	Active
RTKN2	Active
ADO	Active
NRBF2	Active
JMJD1C	Active
JMJD1C-AS1	Active
REEP3	Active
LOC101929846	Active
LINC01515	Active
SIRT1	Active
HERC4	Active
PBLD	Active
HNRNPH3	Active
RUFY2	Active
DNA2	Active
SLC25A16	Active
TET1	Active
CCAR1	Active
DDX21	Active
KIF1BP	Active
VPS26A	Active
SUPV3L1	Active
H2AFY2	Active
TYSND1	Active
SAR1A	Active
PPA1	Active
EIF4EBP2	Active
SGPL1	Active
PCBD1	Active
SLC29A3	Active
PSAP	Active
ANAPC16	Active
DDIT4	Active
DNAJB12	Active
MICU1	Active
P4HA1	Active
NUDT13	Active
ECD	Active
FAM149B1	Active
DNAJC9	Active
DNAJC9-AS1	Active
MRPS16	Active
ANXA7	Active
PPP3CB	Active
PPP3CB-AS1	Active
SEC24C	Active
FUT11	Active
LOC107984243	Active
CHCHD1	Active
ZSWIM8	Active
NDST2	Active
CAMK2G	Active
VCL	Active
AP3M1	Active
ADK	Active
VDAC2	Active
COMTD1	Active
DLG5	Active
DLG5-AS1	Active
POLR3A	Active
RPS24	Active
ZMIZ1-AS1	Active
ZMIZ1	Active
NUTM2B-AS1	Active
LOC642361	Active
NUTM2E	Active
TMEM254-AS1	Active
TMEM254	Active
ANXA11	Active
LINC00857	Active
FAM213A	Active
TSPAN14	Active
GHITM	Active
CCSER2	Active
WAPL	Active
BMPR1A	Active
MMRN2	Active
AGAP11	Active
GLUD1	Active
FAM35A	Active
NUTM2A-AS1	Active
LINC00863	Active
LOC112268064	Active
MINPP1	Active
PAPSS2	Active
KLLN	Active
PTEN	Active
LIPJ	Active
SLC16A12	Active
LOC105378421	Active
KIF20B	Active
HTR7	Active
RPP30	Active
TNKS2-AS1	Active
TNKS2	Active
FGFBP3	Active
BTAF1	Active
CPEB3	Active
MARCH5	Active
IDE	Active
KIF11	Active
MYOF	Active
CEP55	Active
FRA10AC1	Active
HELLS	Active
PDLIM1	Active
SORBS1	Active
ALDH18A1	Active
TCTN3	Active
CC2D2B	Active
CCNJ	Active
TM9SF3	Active
LOC105378443	Active
LOC102723665	Active
LCOR	Active
ARHGAP19-SLIT1	Active
ARHGAP19	Active
FRAT1	Active
FRAT2	Active
LOC105378448	Active
RRP12	Active
LOC644215	Active
PGAM1	Active
EXOSC1	Active
ZDHHC16	Active
MMS19	Active
UBTD1	Active
MORN4	Active
PI4K2A	Active
AVPI1	Active
MARVELD1	Active
ZFYVE27	Active
R3HCC1L	Active
HPS1	Active
LOC101927278	Active
GOT1	Active
LOC101927300	Active
SLC25A28	Active
ENTPD7	Active
COX15	Active
CUTC	Active
DNMBP	Active
ERLIN1	Active
CHUK	Active
CWF19L1	Active
BLOC1S2	Active
NDUFB8	Active
HIF1AN	Active
SEMA4G	Active
MRPL43	Active
TWNK	Active
LZTS2	Active
BTRC	Active
POLL	Active
DPCD	Active
FBXW4	Active
NPM3	Active
MGEA5	Active
KCNIP2-AS1	Active
ARMH3	Active
HPS6	Active
LDB1	Active
PPRC1	Active
NOLC1	Active
GBF1	Active
PSD	Active
CUEDC2	Active
RPARP-AS1	Active
C10orf95	Active
ACTR1A	Active
SUFU	Active
TRIM8	Active
ARL3	Active
SFXN2	Active
AS3MT	Active
NT5C2	Active
PCGF6	Active
TAF5	Active
ATP5MD	Active
PDCD11	Active
CALHM2	Active
SH3PXD2A	Active
STN1	Active
LOC102724351	Active
SLK	Active
SFR1	Active
CFAP43	Active
MIR4482	Active
ITPRIP	Active
CFAP58	Active
ADD3-AS1	Active
LOC105378480	Active
SMNDC1	Active
LOC105378483	Active
SMC3	Active
PDCD4-AS1	Active
PDCD4	Active
BBIP1	Active
SHOC2	Active
ZDHHC6	Active
VTI1A	Active
TCF7L2	Active
DCLRE1A	Active
NHLRC2	Active
ABLIM1	Active
FAM160B1	Active
TRUB1	Active
ATRNL1	Active
C10orf82	Active
LOC105378499	Active
PDZD8	Active
RAB11FIP2	Active
CASC2	Active
FAM204A	Active
CACUL1	Active
NANOS1	Active
EIF3A	Active
FAM45A	Active
SFXN4	Active
PRDX3	Active
GRK5	Active
GRK5-IT1	Active
BAG3	Active
MCMBP	Active
SEC23IP	Active
WDR11-AS1	Active
WDR11	Active
FGFR2	Active
ATE1	Active
ATE1-AS1	Active
NSMCE4A	Active
PLEKHA1	Active
C10orf88	Active
PSTK	Active
IKZF5	Active
ACADSB	Active
BUB3	Active
LHPP	Active
FAM53B	Active
EEF1AKMT2	Active
ABRAXAS2	Active
CTBP2	Active
FLJ37035	Active
EDRF1	Active
FANK1	Active
LOC105378550	Active
DOCK1	Active
MKI67	Active
MGMT	Active
C10orf143	Active
LOC102724883	Active
LOC105378561	Active
GLRX3	Active
TCERG1L	Active
LOC101927461	Active
PPP2R2D	Active
STK32C	Active
PWWP2B	Active
LOC107984282	Active
INPP5A	Active
LOC105378573	Active
ZNF511	Active
FUOM	Active
ECHS1	Active
MTG1	Active
ZNF195	Active
ART5	Active
NUP98	Active
PGAP2	Active
RHOG	Active
LOC105376527	Active
STIM1	Active
MIR4687	Active
RRM1	Active
LOC100506082	Active
TRIM21	Active
TRIM68	Active
TRIM5	Active
TRIM6	Active
TRIM6-TRIM34	Active
FAM160A2	Active
CNGA4	Active
CAVIN3	Active
LOC101927825	Active
SMPD1	Active
TRIM3	Active
ARFIP2	Active
TIMM10B	Active
RRP8	Active
ILK	Active
TAF10	Active
TPP1	Active
MRPL17	Active
LOC107984019	Active
ZNF215	Active
ZNF214	Active
NLRP14	Active
EIF3F	Active
TRIM66	Active
RPL27A	Active
TMEM9B	Active
TMEM9B-AS1	Active
DENND5A	Active
TMEM41B	Active
IPO7	Active
LOC644656	Active
ZNF143	Active
WEE1	Active
SWAP70	Active
SBF2	Active
CAND1.11	Active
RNF141	Active
MRVI1-AS1	Active
CTR9	Active
EIF4G2	Active
LOC101928053	Active
ZBED5	Active
ZBED5-AS1	Active
LOC107984309	Active
LOC105379882	Active
LOC107984311	Active
USP47	Active
TEAD1	Active
LOC107984313	Active
BTBD10	Active
FAR1	Active
COPB1	Active
PSMA1	Active
PDE3B	Active
LOC107984314	Active
C11orf58	Active
RPS13	Active
PIK3C2A	Active
SAAL1	Active
HPS5	Active
GTF2H1	Active
LDHA	Active
TSG101	Active
UEVLD	Active
SPTY2D1	Active
LOC105376578	Active
TMEM86A	Active
ZDHHC13	Active
PRMT3	Active
ANO5	Active
FANCF	Active
SVIP	Active
CCDC34	Active
LGR4	Active
LIN7C	Active
BDNF-AS	Active
LINC00678	Active
KIF18A	Active
METTL15	Active
LOC105376607	Active
ARL14EP	Active
DCDC1	Active
DNAJC24	Active
IMMP1L	Active
ELP4	Active
RCN1	Active
EIF3M	Active
QSER1	Active
LOC105376615	Active
DEPDC7	Active
TCP11L1	Active
CSTF3	Active
CSTF3-AS1	Active
HIPK3	Active
CD59	Active
LOC101929918	Active
CAPRIN1	Active
NAT10	Active
APIP	Active
PDHX	Active
LDLRAD3	Active
TRAF6	Active
RAG1	Active
C11orf74	Active
TTC17	Active
ACCS	Active
EXT2	Active
TSPAN18	Active
TP53I11	Active
CRY2	Active
PEX16	Active
PHF21A	Active
CREB3L1	Active
MDK	Active
AMBRA1	Active
HARBI1	Active
ATG13	Active
ARHGAP1	Active
ZNF408	Active
CKAP5	Active
LRP4-AS1	Active
LRP4	Active
C11orf49	Active
ARFGAP2	Active
PACSIN3	Active
DDB2	Active
ACP2	Active
NR1H3	Active
MADD	Active
PSMC3	Active
CELF1	Active
PTPMT1	Active
KBTBD4	Active
NDUFS3	Active
MTCH2	Active
AGBL2	Active
FNBP4	Active
PTPRJ	Active
APLNR	Active
TNKS1BP1	Active
SSRP1	Active
P2RX3	Active
UBE2L6	Active
SERPING1	Active
YPEL4	Active
CLP1	Active
ZDHHC5	Active
MED19	Active
TMX2-CTNND1	Active
TMX2	Active
SELENOH	Active
CTNND1	Active
LPXN	Active
ZFP91-CNTF	Active
ZFP91	Active
FAM111A-DT	Active
FAM111A	Active
DTX4	Active
LOC105369317	Active
OSBP	Active
LOC101927226	Active
PATL1	Active
STX3	Active
MRPL16	Active
CCDC86	Active
PRPF19	Active
LOC107984333	Active
LOC105369323	Active
TMEM109	Active
TMEM132A	Active
VPS37C	Active
DDB1	Active
TKFC	Active
CYB561A3	Active
TMEM138	Active
TMEM216	Active
CPSF7	Active
SDHAF2	Active
SYT7	Active
LOC105369331	Active
LOC101927495	Active
TMEM258	Active
MIR611	Active
FEN1	Active
FADS1	Active
MIR1908	Active
FADS2	Active
FADS3	Active
FTH1	Active
LOC399900	Active
INCENP	Active
ASRGL1	Active
AHNAK	Active
EEF1G	Active
TUT1	Active
MTA2	Active
EML3	Active
ROM1	Active
B3GAT3	Active
GANAB	Active
INTS5	Active
LBHD1	Active
C11orf98	Active
CSKMT	Active
SNORA57	Active
UQCC3	Active
UBXN1	Active
HNRNPUL2-BSCL2	Active
BSCL2	Active
GNG3	Active
HNRNPUL2	Active
TTC9C	Active
ZBTB3	Active
POLR2G	Active
TAF6L	Active
TMEM179B	Active
TMEM223	Active
NXF1	Active
MIR6514	Active
STX5	Active
LOC105369332	Active
WDR74	Active
SNHG1	Active
SNORD28	Active
SNORD27	Active
SNORD26	Active
SNORD25	Active
SLC3A2	Active
HRASLS5	Active
ATL3	Active
RTN3	Active
C11orf95	Active
SPINDOC	Active
MARK2	Active
RCOR2	Active
NAA40	Active
COX8A	Active
OTUB1	Active
LOC101927673	Active
STIP1	Active
TRPT1	Active
NUDT22	Active
DNAJC4	Active
VEGFB	Active
FKBP2	Active
PPP1R14B	Active
PLCB3	Active
BAD	Active
GPR137	Active
ESRRA	Active
TRMT112	Active
PRDX5	Active
RPS6KA4	Active
SF1	Active
CDC42BPG	Active
ATG2A	Active
PPP2R5B	Active
ARL2-SNX15	Active
ARL2	Active
SNX15	Active
SAC3D1	Active
CDCA5	Active
ZFPL1	Active
VPS51	Active
TM7SF2	Active
ZNHIT2	Active
FAU	Active
MRPL49	Active
SYVN1	Active
LOC728975	Active
CAPN1	Active
POLA2	Active
DPF2	Active
FRMD8	Active
MALAT1	Active
SCYL1	Active
SSSCA1-AS1	Active
SSSCA1	Active
FAM89B	Active
MAP3K11	Active
PCNX3	Active
SIPA1	Active
RELA	Active
LOC105369347	Active
KAT5	Active
RNASEH2C	Active
AP5B1	Active
CFL1	Active
MUS81	Active
EFEMP2	Active
FIBP	Active
CCDC85B	Active
C11orf68	Active
DRAP1	Active
SART1	Active
EIF1AD	Active
BANF1	Active
SF3B2	Active
SNORD13F	Active
PACS1	Active
KLC2	Active
LOC105369351	Active
RAB1B	Active
YIF1A	Active
BRMS1	Active
B4GAT1	Active
LOC102724064	Active
SLC29A2	Active
MRPL11	Active
PELI3	Active
LOC101928069	Active
DPP3	Active
BBS1	Active
ZDHHC24	Active
ACTN3	Active
CCDC87	Active
CCS	Active
RBM14-RBM4	Active
RBM14	Active
RBM4	Active
RBM4B	Active
C11orf80	Active
RCE1	Active
LRFN4	Active
LOC107984341	Active
KDM2A	Active
GRK2	Active
ANKRD13D	Active
SSH3	Active
POLD4	Active
RAD9A	Active
PPP1CA	Active
RPS6KB2	Active
CORO1B	Active
TMEM134	Active
PITPNM1	Active
CDK2AP2	Active
GSTP1	Active
C11orf72	Active
NDUFV1	Active
NUDT8	Active
NDUFS8	Active
CHKA	Active
LOC105369362	Active
KMT5B	Active
C11orf24	Active
LOC105369363	Active
PPP6R3	Active
TESMIN	Active
MRPL21	Active
IGHMBP2	Active
TPCN2	Active
ORAOV1	Active
FADD	Active
PPFIA1	Active
CTTN	Active
DHCR7	Active
NADSYN1	Active
LOC105379409	Active
FAM86C1	Active
RNF121	Active
NUMA1	Active
LRTOMT	Active
LAMTOR1	Active
ANAPC15	Active
INPPL1	Active
CLPB	Active
ARAP1	Active
STARD10	Active
MIR4692	Active
LOC105369380	Active
LOC107984421	Active
ATG16L2	Active
FCHSD2	Active
RELT	Active
FAM168A	Active
RAB6A	Active
MRPL48	Active
COA4	Active
PAAF1	Active
UCP2	Active
C2CD3	Active
PPME1	Active
PGM2L1	Active
MIR548AL	Active
KCNE3	Active
LIPT2	Active
LOC100287896	Active
POLD3	Active
RNF169	Active
XRRA1	Active
SPCS2	Active
NEU3	Active
ARRB1	Active
RPS3	Active
SNORD15A	Active
SERPINH1	Active
LOC105369391	Active
LOC100506113	Active
UVRAG	Active
THAP12	Active
GVQW3	Active
EMSY	Active
TSKU	Active
LOC101928837	Active
CAPN5	Active
MYO7A	Active
AQP11	Active
CLNS1A	Active
LOC107984369	Active
AAMDC	Active
INTS4	Active
NDUFC2-KCTD14	Active
NDUFC2	Active
ALG8	Active
KCTD21-AS1	Active
KCTD21	Active
USP35	Active
GAB2	Active
NARS2	Active
PRCP	Active
DDIAS	Active
LOC100506282	Active
ANKRD42	Active
CCDC90B	Active
DLG2	Active
TMEM126B	Active
TMEM126A	Active
CREBZF	Active
CCDC83	Active
PICALM	Active
EED	Active
HIKESHI	Active
FZD4	Active
LOC100506368	Active
LOC105369422	Active
TMEM135	Active
CTSC	Active
LOC101929174	Active
CHORDC1	Active
CEP295	Active
TAF1D	Active
C11orf54	Active
MED17	Active
PANX1	Active
ANKRD49	Active
CWC15	Active
KDM4D	Active
SRSF8	Active
FAM76B	Active
CEP57	Active
MTMR2	Active
CCDC82	Active
JRKL	Active
LOC100128386	Active
ARHGAP42	Active
CEP126	Active
BIRC2	Active
TMEM123	Active
LOC101928424	Active
DCUN1D5	Active
DYNC2H1	Active
PDGFD	Active
MSANTD4	Active
KBTBD3	Active
AASDHPPT	Active
CWF19L2	Active
ALKBH8	Active
SLC35F2	Active
RAB39A	Active
CUL5	Active
NPAT	Active
ATM	Active
KDELC2	Active
LOC112267909	Active
DDX10	Active
ZC3H12C	Active
RDX	Active
FDX1	Active
SIK2	Active
PPP2R1B	Active
ALG9	Active
FDXACB1	Active
C11orf1	Active
DLAT	Active
PIH1D2	Active
NKAPD1	Active
TIMM8B	Active
SDHD	Active
PTS	Active
TTC12	Active
ZW10	Active
USP28	Active
C11orf71	Active
RBM7	Active
REXO2	Active
SIK3	Active
PAFAH1B2	Active
SIDT2	Active
PCSK7	Active
RNF214	Active
BACE1	Active
CEP164	Active
MPZL3	Active
UBE4A	Active
ATP5MG	Active
KMT2A	Active
LOC101929089	Active
TMEM25	Active
ARCN1	Active
DDX6	Active
BCL9L	Active
MIR4492	Active
LOC107984396	Active
CCDC84	Active
RPS25	Active
TRAPPC4	Active
MIR3656	Active
SLC37A4	Active
HYOU1	Active
VPS11	Active
HMBS	Active
H2AFX	Active
DPAGT1	Active
LOC107984397	Active
C2CD2L	Active
HINFP	Active
NLRX1	Active
CBL	Active
TBCEL	Active
SC5D	Active
LOC105369536	Active
SORL1	Active
HSPA8	Active
LOC101929289	Active
CLMP	Active
ZNF202	Active
VWA5A	Active
TBRG1	Active
MSANTD2	Active
LOC100507283	Active
LOC105369547	Active
CCDC15	Active
TMEM218	Active
PKNOX2	Active
STT3A-AS1	Active
EI24	Active
STT3A	Active
CDON	Active
RPUSD4	Active
FAM118B	Active
SRPRA	Active
FOXRED1	Active
TIRAP	Active
DCPS	Active
GSEC	Active
ST3GAL4	Active
MIR6090	Active
ARHGAP32	Active
NFRKB	Active
PRDM10	Active
LINC00167	Active
LOC107984432	Active
APLP2	Active
ZBTB44	Active
LOC646383	Active
SNX19	Active
JAM3	Active
THYN1	Active
ACAD8	Active
TSPAN9	Active
PARP11	Active
CCND2-AS1	Active
CCND2	Active
TIGAR	Active
C12orf4	Active
RAD51AP1	Active
AKAP3	Active
NDUFA9	Active
CD9	Active
PLEKHG6	Active
TNFRSF1A	Active
VAMP1	Active
MRPL51	Active
NCAPD2	Active
LOC112268089	Active
GAPDH	Active
IFFO1	Active
NOP2	Active
ING4	Active
ZNF384	Active
COPS7A	Active
MLF2	Active
PTMS	Active
CDCA3	Active
USP5	Active
TPI1	Active
SPSB2	Active
LRRC23	Active
ENO2	Active
ATN1	Active
C12orf57	Active
RNU7-1	Active
PTPN6	Active
LOC105369634	Active
MIR200CHG	Active
MIR200C	Active
MIR141	Active
PHB2	Active
EMG1	Active
LPCAT3	Active
C1RL	Active
C1RL-AS1	Active
RBP5	Active
CLSTN3	Active
PEX5	Active
NANOG	Active
FOXJ2	Active
NECAP1	Active
FAM66C	Active
LOC112268090	Active
PHC1	Active
M6PR	Active
KLRG1	Active
LINC00612	Active
A2M-AS1	Active
LOC642846	Active
LOC105376678	Active
LOC107984509	Active
GABARAPL1	Active
MAGOHB	Active
STYK1	Active
YBX3	Active
PRH1-PRR4	Active
PRH1	Active
PRH1-TAS2R14	Active
SMIM10L1	Active
LRP6	Active
LOH12CR2	Active
BORCS5	Active
DUSP16	Active
CREBL2	Active
GPR19	Active
CDKN1B	Active
LOC105369663	Active
APOLD1	Active
LOC107984129	Active
DDX47	Active
HEBP1	Active
FAM234B	Active
ATF7IP	Active
PLBD1	Active
PLBD1-AS1	Active
C12orf60	Active
LOC105369669	Active
HIST4H4	Active
H2AFJ	Active
WBP11	Active
LOC102724146	Active
STRAP	Active
DERA	Active
MGST1	Active
PLEKHA5	Active
PYROXD1	Active
RECQL	Active
GOLT1B	Active
LDHB	Active
SOX5	Active
CASC1	Active
ETFRF1	Active
KRAS	Active
ITPR2	Active
INTS13	Active
FGFR1OP2	Active
TM7SF3	Active
MED21	Active
STK38L	Active
PPFIBP1	Active
LOC107984461	Active
MRPS35	Active
KLHL42	Active
LOC729291	Active
CCDC91	Active
FAR2	Active
IPO8	Active
CAPRIN2	Active
LOC645485	Active
DDX11-AS1	Active
DDX11	Active
SINHCAF	Active
FLJ13224	Active
DENND5B	Active
AMN1	Active
LOC105369725	Active
KIAA1551	Active
BICD1	Active
FGD4	Active
DNM1L	Active
YARS2	Active
PKP2	Active
ALG10	Active
ALG10B	Active
CPNE8	Active
LOC107984504	Active
KIF21A	Active
GXYLT1	Active
ZCRB1	Active
PPHLN1	Active
PUS7L	Active
IRAK4	Active
TWF1	Active
ANO6	Active
LINC00938	Active
ARID2	Active
SCAF11	Active
SLC38A1	Active
LOC105378248	Active
SLC38A2	Active
LOC102723757	Active
LOC100288798	Active
PCED1B	Active
RPAP3	Active
LOC105369748	Active
RAPGEF3	Active
HDAC7	Active
SENP1	Active
PFKM	Active
ASB8	Active
ZNF641	Active
KANSL2	Active
CCNT1	Active
ADCY6	Active
LOC100506125	Active
CACNB3	Active
DDX23	Active
